Plan or Actuals,Activity Type,Independent Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week  Commencing Date,Activity Count,Plan Type
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 16 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Cancer,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Daycase,,,Cancer,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Daycase,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Daycase,,,Cancer,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Daycase,,,Cancer,07/03/2021, 28 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Diagnostics,,,Cancer,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Chemotherapy,,,Cancer,07/03/2021, 24 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Outpatients,,,Urgent,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Outpatients,,,Urgent,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Outpatients,,,Urgent,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Diagnostics,Radiology CT,COMPUTERISED TOMOGRAPHY (CT),Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,The Spire Hartswood,East London STP,,Diagnostics,Radiology MRI,MAGNETIC RESONANCE IMAGING (MRI),Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Cancer,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,Radiology CT,COMPUTERISED TOMOGRAPHY (CT),Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,Radiology MRI,MAGNETIC RESONANCE IMAGING (MRI),Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Daycase,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,Normal,Holly House (Holly House),East London STP,,Daycase,,,Urgent,07/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Routine,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Outpatients,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Outpatients,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Outpatients,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,The Spire Hartswood,East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 36 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 36 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 150 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 80 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 40 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 28 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Outpatients,,,Routine,07/03/2021, 75 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Diagnostics,X-RAY,X-RAY,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Holly House (Holly House),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 50 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 11 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 30 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 55 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, 9 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, 9 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, 25 ,4th Jan 2021 Surge Plan
Plan,eRS,London Independent (BMI Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 36 ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Outpatients,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,London East (Spire Healthcare),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Routine,07/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 178 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 89 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 43 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 25 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Outpatients,,,Routine,07/03/2021, 40 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,07/03/2021, 60 ,4th Jan 2021 Surge Plan
Plan,eRS,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Daycase,,,Urgent,07/03/2021, 3 ,4th Jan 2021 Surge Plan
Plan,eRS,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Daycase,,,Urgent,07/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,eRS,Weymouth Street Hospital (Phoenix Hospital Group),North West London STP,,Daycase,,,Cancer,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021, 18 ,4th Jan 2021 Surge Plan
Plan,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,Mammogram,X-RAY,Cancer,07/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,eRS,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Urgent,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,eRS,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021,,4th Jan 2021 Surge Plan
Plan,eRS,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Urgent,07/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Urgent,07/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,DEXASCAN,DEXASCAN,Urgent,07/03/2021, 8 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Urgent,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Urgent,07/03/2021, 50 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Urgent,07/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,NUCLEAR MEDICINE SCAN,Urgent,07/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Daycase,,,Routine,14/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Elective,,,Cancer,14/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Elective,,,Cancer,14/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Elective,,,Cancer,14/03/2021, 6 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Daycase,,,Routine,14/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Daycase,,,Routine,14/03/2021, 4 ,4th Jan 2021 Surge Plan
Plan,eRS,West Valley (Ramsay Health UK),South East London STP,,Outpatients,,,Routine,14/03/2021, 26 ,4th Jan 2021 Surge Plan
Plan,eRS,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,14/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,eRS,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,X-RAY,X-RAY,Routine,14/03/2021, 2 ,4th Jan 2021 Surge Plan
Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Daycase,,,Routine,14/03/2021, 7 ,4th Jan 2021 Surge Plan
Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Cancer,14/03/2021, 13 ,4th Jan 2021 Surge Plan
Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Outpatients,,,Routine,14/03/2021, 20 ,4th Jan 2021 Surge Plan
Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Routine,14/03/2021, -   ,4th Jan 2021 Surge Plan
Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Routine,14/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,eRS,Chelsfield (BMI Healthcare),South East London STP,,Daycase,,,Routine,14/03/2021, 5 ,4th Jan 2021 Surge Plan
Plan,eRS,Chelsfield (BMI Healthcare),South East London STP,,Outpatients,,,Routine,14/03/2021, 14 ,4th Jan 2021 Surge Plan
Plan,eRS,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,,,Routine,14/03/2021, 12 ,4th Jan 2021 Surge Plan
Plan,Normal,Sloane (BMI Healthcare),South East London STP,,Daycase,,,Routine,14/03/2021, 10 ,4th Jan 2021 Surge Plan
Plan,Normal,Sloane (BMI Healthcare),South East London STP,,Elective,,,Cancer,14/03/2021, 15 ,4th Jan 2021 Surge Plan
Plan,Normal,Sloane (BMI Healthcare),South East London STP,,Daycase,,,Routine,14/03/2021,,4th Jan 2021 Surge Plan
